Time (s),PRESSURE_MOMENT_X,PRESSURE_MOMENT_Y,PRESSURE_MOMENT_Z,TOTAL_MOMENT_X,TOTAL_MOMENT_Y,TOTAL_MOMENT_Z,VISCOUS_MOMENT_X,VISCOUS_MOMENT_Y,VISCOUS_MOMENT_Z
"                 236",-2.690831151820e+01,3.304032990397e+00,-2.905906781450e+00,-2.739383121991e+01,3.349823411902e+00,-2.927404750289e+00,-4.855197017172e-01,4.579042150575e-02,-2.149796883826e-02
"                 237",-2.689786022773e+01,3.270754872044e+00,-2.788781217112e+00,-2.738381016068e+01,3.315985468841e+00,-2.809979471836e+00,-4.859499329515e-01,4.523059679738e-02,-2.119825472308e-02
"                 238",-2.689282153980e+01,3.237622515236e+00,-2.674050695868e+00,-2.737918428055e+01,3.282265139811e+00,-2.694951243794e+00,-4.863627407481e-01,4.464262457416e-02,-2.090054792551e-02
"                 239",-2.688504849985e+01,3.202275550552e+00,-2.553063879533e+00,-2.737181075000e+01,3.246308378572e+00,-2.573666175836e+00,-4.867622501500e-01,4.403282802022e-02,-2.060229630319e-02
"                 240",-2.688306027457e+01,3.169692402047e+00,-2.436338784974e+00,-2.737020034522e+01,3.213129028621e+00,-2.456603327228e+00,-4.871400706483e-01,4.343662657379e-02,-2.026454225346e-02
"                 241",-2.687570749191e+01,3.135912216811e+00,-2.315877392913e+00,-2.736323180782e+01,3.178763338164e+00,-2.335756135491e+00,-4.875243159082e-01,4.285112135235e-02,-1.987874257755e-02
"                 242",-2.687006594411e+01,3.102060194611e+00,-2.204592988516e+00,-2.735797401136e+01,3.144359269014e+00,-2.224034292850e+00,-4.879080672500e-01,4.229907440306e-02,-1.944130433362e-02
"                 243",-2.685633846547e+01,3.063373146461e+00,-2.098220608813e+00,-2.734462725091e+01,3.105114117700e+00,-2.117235432146e+00,-4.882887854415e-01,4.174097123941e-02,-1.901482333259e-02
"                 244",-2.685189921443e+01,3.023668860679e+00,-2.007076925826e+00,-2.734054354774e+01,3.064851396152e+00,-2.025693153884e+00,-4.886443333173e-01,4.118253547231e-02,-1.861622805851e-02
"                 245",-2.684959585087e+01,2.983599298435e+00,-1.916084543821e+00,-2.733858008151e+01,3.024216245850e+00,-1.934319675017e+00,-4.889842306391e-01,4.061694741486e-02,-1.823513119567e-02
"                 246",-2.685461318846e+01,2.951331905813e+00,-1.828380662787e+00,-2.734392373375e+01,2.991412655754e+00,-1.846214474275e+00,-4.893105452831e-01,4.008074994101e-02,-1.783381148818e-02
"                 247",-2.685495246192e+01,2.923477973057e+00,-1.731673341225e+00,-2.734458583750e+01,2.963031479532e+00,-1.749106358139e+00,-4.896333755841e-01,3.955350647544e-02,-1.743301691432e-02
"                 248",-2.685753343736e+01,2.898088480524e+00,-1.640366177411e+00,-2.734747485513e+01,2.937128976883e+00,-1.657422945022e+00,-4.899414177625e-01,3.904049635935e-02,-1.705676761155e-02
"                 249",-2.685803395452e+01,2.868143281593e+00,-1.553549836063e+00,-2.734829030965e+01,2.906651843535e+00,-1.570277727968e+00,-4.902563551301e-01,3.850856194145e-02,-1.672789190537e-02
"                 250",-2.687130782855e+01,2.837859138542e+00,-1.478211161275e+00,-2.736189522628e+01,2.875853000633e+00,-1.494624154971e+00,-4.905873977224e-01,3.799386209155e-02,-1.641299369588e-02
"                 251",-2.688748999184e+01,2.806436354781e+00,-1.405708556790e+00,-2.737843000258e+01,2.843922825520e+00,-1.421819042538e+00,-4.909400107340e-01,3.748647073922e-02,-1.611048574804e-02
"                 252",-2.690801274527e+01,2.779847414718e+00,-1.337511069134e+00,-2.739932135062e+01,2.816866155697e+00,-1.353306025241e+00,-4.913086053574e-01,3.701874097925e-02,-1.579495610707e-02
"                 253",-2.691715009618e+01,2.756686884476e+00,-1.265031763303e+00,-2.740883811692e+01,2.793250889383e+00,-1.280528257220e+00,-4.916880207355e-01,3.656400490701e-02,-1.549649391626e-02
"                 254",-2.692425166650e+01,2.739443361341e+00,-1.194583106382e+00,-2.741629424286e+01,2.775575297348e+00,-1.209806324488e+00,-4.920425763622e-01,3.613193600672e-02,-1.522321810595e-02
"                 255",-2.692538830510e+01,2.724106371598e+00,-1.119911116631e+00,-2.741777139089e+01,2.759820927747e+00,-1.134876154477e+00,-4.923830857877e-01,3.571455614895e-02,-1.496503784543e-02
"                 256",-2.694046982336e+01,2.715578417803e+00,-1.053258590868e+00,-2.743319083240e+01,2.750926611485e+00,-1.067932909111e+00,-4.927210090418e-01,3.534819368214e-02,-1.467431824317e-02
"                 257",-2.695625760033e+01,2.710047990701e+00,-9.847347653974e-01,-2.744934105782e+01,2.745066930258e+00,-9.990874932936e-01,-4.930834574840e-01,3.501893955677e-02,-1.435272789616e-02
"                 258",-2.697441506588e+01,2.708803401770e+00,-9.218241922511e-01,-2.746787620150e+01,2.743549090662e+00,-9.358318071487e-01,-4.934611356259e-01,3.474568889267e-02,-1.400761489756e-02
"                 259",-2.698131397510e+01,2.705407485121e+00,-8.610262970400e-01,-2.747517080868e+01,2.739895519424e+00,-8.747111720659e-01,-4.938568335810e-01,3.448803430251e-02,-1.368487502591e-02
"                 260",-2.698869652267e+01,2.701220523494e+00,-8.189243679866e-01,-2.748294491014e+01,2.735472238396e+00,-8.323205812271e-01,-4.942483874717e-01,3.425171490127e-02,-1.339621324042e-02
"                 261",-2.698939391004e+01,2.693678669683e+00,-7.862368135397e-01,-2.748404189283e+01,2.727684179722e+00,-7.993888397760e-01,-4.946479827906e-01,3.400551003895e-02,-1.315202623632e-02
"                 262",-2.699399634898e+01,2.690548176219e+00,-7.627889898662e-01,-2.748903908142e+01,2.724335740950e+00,-7.757205974294e-01,-4.950427324373e-01,3.378756473114e-02,-1.293160756311e-02
"                 263",-2.699099384854e+01,2.692591745974e+00,-7.313802965620e-01,-2.748642880048e+01,2.726175121040e+00,-7.441171478044e-01,-4.954349519474e-01,3.358337506563e-02,-1.273685124240e-02
"                 264",-2.699114887998e+01,2.702483550897e+00,-7.003084000903e-01,-2.748696221831e+01,2.735906452855e+00,-7.128511196275e-01,-4.958133383290e-01,3.342290195752e-02,-1.254271953726e-02
"                 265",-2.698817307853e+01,2.713878739168e+00,-6.659681216338e-01,-2.748437229549e+01,2.747164920965e+00,-6.783114987491e-01,-4.961992169566e-01,3.328618179688e-02,-1.234337711526e-02
"                 266",-2.698872497813e+01,2.726382222074e+00,-6.405432798365e-01,-2.748529688507e+01,2.759573794291e+00,-6.526851400949e-01,-4.965719069376e-01,3.319157221690e-02,-1.214186025838e-02
"                 267",-2.698649606283e+01,2.735460004120e+00,-6.229914085794e-01,-2.748342674823e+01,2.768553259547e+00,-6.349641338901e-01,-4.969306854072e-01,3.309325542676e-02,-1.197272531070e-02
"                 268",-2.698976538257e+01,2.745090467470e+00,-6.225317790487e-01,-2.748703004209e+01,2.778104585274e+00,-6.343679906638e-01,-4.972646595222e-01,3.301411780455e-02,-1.183621161512e-02
"                 269",-2.698483153667e+01,2.753481983392e+00,-6.251734107996e-01,-2.748242931683e+01,2.786405695756e+00,-6.369254645645e-01,-4.975977801600e-01,3.292371236343e-02,-1.175205376496e-02
"                 270",-2.697957619430e+01,2.765687656447e+00,-6.306288672533e-01,-2.747750139701e+01,2.798546599268e+00,-6.423208429150e-01,-4.979252027093e-01,3.285894282038e-02,-1.169197566174e-02
"                 271",-2.696658032210e+01,2.778805509650e+00,-6.307767349841e-01,-2.746485179782e+01,2.811614557272e+00,-6.424193122545e-01,-4.982714757164e-01,3.280904762127e-02,-1.164257727043e-02
"                 272",-2.696036902450e+01,2.795551716565e+00,-6.349906297702e-01,-2.745900543175e+01,2.828356631344e+00,-6.465653899336e-01,-4.986364072490e-01,3.280491477921e-02,-1.157476016337e-02
"                 273",-2.695218545138e+01,2.812244906379e+00,-6.381821503269e-01,-2.745122428125e+01,2.845061202611e+00,-6.496860992450e-01,-4.990388298633e-01,3.281629623195e-02,-1.150394891810e-02
"                 274",-2.694785535332e+01,2.833510045367e+00,-6.445107507353e-01,-2.744732178613e+01,2.866378549823e+00,-6.559274689460e-01,-4.994664328125e-01,3.286850445674e-02,-1.141671821075e-02
"                 275",-2.693318985918e+01,2.855904486246e+00,-6.442589063254e-01,-2.743311708193e+01,2.888842852286e+00,-6.555766057834e-01,-4.999272227410e-01,3.293836603947e-02,-1.131769945791e-02
"                 276",-2.691640788552e+01,2.880379843719e+00,-6.465819055422e-01,-2.741680954079e+01,2.913428763650e+00,-6.577726081361e-01,-5.004016552678e-01,3.304891993156e-02,-1.119070259396e-02
"                 277",-2.689005658013e+01,2.900847904715e+00,-6.508426877748e-01,-2.739095366935e+01,2.934010094326e+00,-6.619138456111e-01,-5.008970892160e-01,3.316218961173e-02,-1.107115783634e-02
"                 278",-2.686560166287e+01,2.918650538489e+00,-6.693373674895e-01,-2.736698048813e+01,2.951937337418e+00,-6.803205645378e-01,-5.013788252600e-01,3.328679892944e-02,-1.098319704833e-02
"                 279",-2.683490329392e+01,2.932583449197e+00,-6.935647963101e-01,-2.733675797516e+01,2.965982352004e+00,-7.045110974915e-01,-5.018546812352e-01,3.339890280716e-02,-1.094630118145e-02
"                 280",-2.680698097128e+01,2.951285784169e+00,-7.205129099110e-01,-2.730930255716e+01,2.984834161674e+00,-7.314223707234e-01,-5.023215858780e-01,3.354837750449e-02,-1.090946081244e-02
"                 281",-2.677212380327e+01,2.974018001275e+00,-7.374247192498e-01,-2.727492590283e+01,3.007736841468e+00,-7.482997231286e-01,-5.028020995608e-01,3.371884019359e-02,-1.087500387884e-02
"                 282",-2.674218137938e+01,3.001344702452e+00,-7.533456264032e-01,-2.724546000591e+01,3.035269406160e+00,-7.641784573750e-01,-5.032786265336e-01,3.392470370747e-02,-1.083283097184e-02
"                 283",-2.670944279795e+01,3.027497532706e+00,-7.667182259740e-01,-2.721319424393e+01,3.061627200731e+00,-7.775279088708e-01,-5.037514459839e-01,3.412966802597e-02,-1.080968289685e-02
"                 284",-2.668215827315e+01,3.053989013022e+00,-7.889487999870e-01,-2.718636386396e+01,3.088329471166e+00,-7.997593452001e-01,-5.042055908098e-01,3.434045814339e-02,-1.081054521317e-02
"                 285",-2.664709446701e+01,3.078503899626e+00,-8.123843436277e-01,-2.715177091205e+01,3.113053586481e+00,-8.232153845878e-01,-5.046764450463e-01,3.454968685524e-02,-1.083104096009e-02
"                 286",-2.661270686535e+01,3.105323989543e+00,-8.412397166587e-01,-2.711786684474e+01,3.140121649547e+00,-8.520664574254e-01,-5.051599793886e-01,3.479766000377e-02,-1.082674076674e-02
"                 287",-2.657080902726e+01,3.132682582576e+00,-8.647423199908e-01,-2.707648454664e+01,3.167758481454e+00,-8.755412720235e-01,-5.056755193845e-01,3.507589887876e-02,-1.079895203273e-02
"                 288",-2.653222878926e+01,3.164283461941e+00,-8.865884075955e-01,-2.703843383464e+01,3.199666040317e+00,-8.973378587222e-01,-5.062050453799e-01,3.538257837681e-02,-1.074945112672e-02
"                 289",-2.648823293886e+01,3.195245403095e+00,-9.023167617668e-01,-2.699498380649e+01,3.230931980101e+00,-9.130355172745e-01,-5.067508676325e-01,3.568657700628e-02,-1.071875550770e-02
"                 290",-2.644925240583e+01,3.226965571079e+00,-9.230188702417e-01,-2.695653934217e+01,3.262951066102e+00,-9.337343395093e-01,-5.072869363399e-01,3.598549502368e-02,-1.071546926757e-02
"                 291",-2.640531087270e+01,3.255617763346e+00,-9.435805664563e-01,-2.691314094942e+01,3.291893068803e+00,-9.543180530804e-01,-5.078300767189e-01,3.627530545693e-02,-1.073748662407e-02
"                 292",-2.636411853743e+01,3.285037662984e+00,-9.703615459857e-01,-2.687248066651e+01,3.321624397862e+00,-9.811037258575e-01,-5.083621290857e-01,3.658673487845e-02,-1.074217987178e-02
"                 293",-2.631718264882e+01,3.312406497939e+00,-9.973328021509e-01,-2.682607062245e+01,3.349312660622e+00,-1.008084280836e+00,-5.088879736354e-01,3.690616268333e-02,-1.075147868543e-02
"                 294",-2.627593273697e+01,3.340061970031e+00,-1.032955543426e+00,-2.678530898882e+01,3.377295649019e+00,-1.043724935970e+00,-5.093762518539e-01,3.723367898851e-02,-1.076939254395e-02
"                 295",-2.623335755888e+01,3.363752828461e+00,-1.070751993820e+00,-2.674320387348e+01,3.401304752914e+00,-1.081567874106e+00,-5.098463145965e-01,3.755192445318e-02,-1.081588028684e-02
"                 296",-2.619683055743e+01,3.386108567424e+00,-1.115818996650e+00,-2.670711439135e+01,3.423995052539e+00,-1.126682653825e+00,-5.102838339145e-01,3.788648511512e-02,-1.086365717472e-02
"                 297",-2.615526043407e+01,3.405949036369e+00,-1.157562527389e+00,-2.666596767712e+01,3.444175153453e+00,-1.168479063635e+00,-5.107072430524e-01,3.822611708337e-02,-1.091653624588e-02
"                 298",-2.611628183483e+01,3.428184368970e+00,-1.199695212320e+00,-2.662737518354e+01,3.466775964384e+00,-1.210650577059e+00,-5.110933487055e-01,3.859159541366e-02,-1.095536473955e-02
"                 299",-2.607236362918e+01,3.451004543380e+00,-1.234148757338e+00,-2.658381933572e+01,3.489960680967e+00,-1.245146077828e+00,-5.114557065404e-01,3.895613758701e-02,-1.099732048945e-02
"                 300",-2.603233919045e+01,3.477804009353e+00,-1.267470322058e+00,-2.654410702014e+01,3.517140326360e+00,-1.278510799634e+00,-5.117678296969e-01,3.933631700726e-02,-1.104047757565e-02
"                 301",-2.598773738406e+01,3.503959483756e+00,-1.294954144465e+00,-2.649980513770e+01,3.543672539452e+00,-1.306047528678e+00,-5.120677536417e-01,3.971305569640e-02,-1.109338421270e-02
"                 302",-2.594817968297e+01,3.531959549858e+00,-1.324225697354e+00,-2.646053727383e+01,3.572072612357e+00,-1.335354455891e+00,-5.123575908573e-01,4.011306249958e-02,-1.112875853707e-02
"                 303",-2.590605358266e+01,3.557986415442e+00,-1.349842275348e+00,-2.641873163558e+01,3.598501337576e+00,-1.361000438918e+00,-5.126780529195e-01,4.051492213407e-02,-1.115816357029e-02
"                 304",-2.586909457543e+01,3.585127944351e+00,-1.378010135242e+00,-2.638210481742e+01,3.626057137701e+00,-1.389194381791e+00,-5.130102419969e-01,4.092919335033e-02,-1.118424654895e-02
"                 305",-2.582624609448e+01,3.610418220058e+00,-1.402438053721e+00,-2.633962165288e+01,3.651751394249e+00,-1.413666376833e+00,-5.133755584049e-01,4.133317419088e-02,-1.122832311203e-02
"                 306",-2.578331340237e+01,3.636616332179e+00,-1.429433657515e+00,-2.629706205768e+01,3.678364393066e+00,-1.440701156977e+00,-5.137486553076e-01,4.174806088743e-02,-1.126749946233e-02
"                 307",-2.573064687845e+01,3.659257006067e+00,-1.455772780494e+00,-2.624479375683e+01,3.701408183469e+00,-1.467087382964e+00,-5.141468783872e-01,4.215117740209e-02,-1.131460246954e-02
"                 308",-2.568026742445e+01,3.681808664708e+00,-1.487141135715e+00,-2.619481056775e+01,3.724376416238e+00,-1.498493873486e+00,-5.145431432934e-01,4.256775152992e-02,-1.135273777141e-02
"                 309",-2.562636066909e+01,3.701552058486e+00,-1.517580606487e+00,-2.614129594642e+01,3.744507943202e+00,-1.529003254142e+00,-5.149352773288e-01,4.295588471634e-02,-1.142264765510e-02
"                 310",-2.558059680536e+01,3.722253913028e+00,-1.552787453222e+00,-2.609588911767e+01,3.765583414314e+00,-1.564300977670e+00,-5.152923123051e-01,4.332950128632e-02,-1.151352444856e-02
"                 311",-2.553360576075e+01,3.741994629642e+00,-1.585024614962e+00,-2.604925176925e+01,3.785677560397e+00,-1.596636285728e+00,-5.156460084998e-01,4.368293075470e-02,-1.161167076633e-02
"                 312",-2.549227435298e+01,3.764192206004e+00,-1.618623493021e+00,-2.600824984631e+01,3.808237983179e+00,-1.630314675866e+00,-5.159754933341e-01,4.404577717502e-02,-1.169118284487e-02
"                 313",-2.544491623955e+01,3.784364342907e+00,-1.647490237158e+00,-2.596121352711e+01,3.828755529778e+00,-1.659259144094e+00,-5.162972875532e-01,4.439118687063e-02,-1.176890693626e-02
"                 314",-2.540119749629e+01,3.805720996158e+00,-1.676106843509e+00,-2.591778423036e+01,3.850465371671e+00,-1.687937880650e+00,-5.165867340711e-01,4.474437551369e-02,-1.183103714074e-02
"                 315",-2.535235685812e+01,3.825845555148e+00,-1.697882768955e+00,-2.586920605273e+01,3.870912846290e+00,-1.709795823646e+00,-5.168491946088e-01,4.506729114160e-02,-1.191305469099e-02
"                 316",-2.530971117857e+01,3.848085691989e+00,-1.717590382652e+00,-2.582677777574e+01,3.893463268108e+00,-1.729606241648e+00,-5.170665971767e-01,4.537757611919e-02,-1.201585899571e-02
"                 317",-2.526474809902e+01,3.869942725308e+00,-1.731219530698e+00,-2.578202820153e+01,3.915597812006e+00,-1.743359285257e+00,-5.172801025131e-01,4.565508669890e-02,-1.213975455869e-02
"                 318",-2.522739623061e+01,3.893970560599e+00,-1.746608684391e+00,-2.574488533878e+01,3.939899913785e+00,-1.758869536788e+00,-5.174891081629e-01,4.592935318678e-02,-1.226085239770e-02
"                 319",-2.518674483984e+01,3.915948002212e+00,-1.759016058113e+00,-2.570446994814e+01,3.962129511971e+00,-1.771403949318e+00,-5.177251083004e-01,4.618150975881e-02,-1.238789120518e-02
"                 320",-2.515248305129e+01,3.938998574512e+00,-1.773438296532e+00,-2.567045710337e+01,3.985430413220e+00,-1.785951296605e+00,-5.179740520889e-01,4.643183870763e-02,-1.251300007237e-02
"                 321",-2.511368635655e+01,3.959534991032e+00,-1.783690392728e+00,-2.563193813305e+01,4.006185792184e+00,-1.796349547118e+00,-5.182517765034e-01,4.665080115221e-02,-1.265915439021e-02
"                 322",-2.507926316583e+01,3.980509430656e+00,-1.796805153555e+00,-2.559779812369e+01,4.027367343730e+00,-1.809621504148e+00,-5.185349578615e-01,4.685791307459e-02,-1.281635059287e-02
"                 323",-2.503937400234e+01,3.999875054553e+00,-1.805547509867e+00,-2.555820668704e+01,4.046918403748e+00,-1.818526101100e+00,-5.188326846939e-01,4.704334919478e-02,-1.297859123349e-02
"                 324",-2.500618169934e+01,4.020826065100e+00,-1.814473926764e+00,-2.552530920614e+01,4.068064846521e+00,-1.827580242496e+00,-5.191275068042e-01,4.723878142165e-02,-1.310631573236e-02
"                 325",-2.497066866740e+01,4.039120866912e+00,-1.817999975733e+00,-2.549010759514e+01,4.086546650657e+00,-1.831207682327e+00,-5.194389277428e-01,4.742578374519e-02,-1.320770659487e-02
"                 326",-2.494345192028e+01,4.057061642449e+00,-1.822778928188e+00,-2.546318605096e+01,4.104674963278e+00,-1.836070461700e+00,-5.197341306737e-01,4.761332082992e-02,-1.329153351146e-02
"                 327",-2.491377958161e+01,4.072406191680e+00,-1.823186236190e+00,-2.543380144257e+01,4.120179109078e+00,-1.836576249441e+00,-5.200218609578e-01,4.777291739861e-02,-1.339001325084e-02
"                 328",-2.489110812507e+01,4.088910903409e+00,-1.824316811609e+00,-2.541139257932e+01,4.136841470340e+00,-1.837792841812e+00,-5.202844542511e-01,4.793056693104e-02,-1.347603020224e-02
"                 329",-2.486605762295e+01,4.102983785074e+00,-1.822907194085e+00,-2.538659204867e+01,4.151051711489e+00,-1.836467709522e+00,-5.205344257202e-01,4.806792641529e-02,-1.356051543756e-02
"                 330",-2.484923207741e+01,4.116774204194e+00,-1.825639821928e+00,-2.536998146335e+01,4.164981183139e+00,-1.839267824009e+00,-5.207493859399e-01,4.820697894527e-02,-1.362800208085e-02
"                 331",-2.482996308684e+01,4.126815939356e+00,-1.827651100035e+00,-2.535091328365e+01,4.175136555972e+00,-1.841357414508e+00,-5.209501968085e-01,4.832061661610e-02,-1.370631447379e-02
"                 332",-2.481716994536e+01,4.136905091200e+00,-1.832422064424e+00,-2.533829165254e+01,4.185319558308e+00,-1.846234216778e+00,-5.211217071770e-01,4.841446710738e-02,-1.381215235382e-02
"                 333",-2.480066629415e+01,4.144874017294e+00,-1.833327729730e+00,-2.532195728897e+01,4.193342056651e+00,-1.847284286451e+00,-5.212909948220e-01,4.846803935759e-02,-1.395655672161e-02
"                 334",-2.479051975831e+01,4.154590291026e+00,-1.834393489591e+00,-2.531197774066e+01,4.203106776193e+00,-1.848494379523e+00,-5.214579823464e-01,4.851648516753e-02,-1.410088993221e-02
"                 335",-2.477685100392e+01,4.163009650899e+00,-1.830336180341e+00,-2.529850144147e+01,4.211559913559e+00,-1.844570320918e+00,-5.216504375567e-01,4.855026265978e-02,-1.423414057725e-02
"                 336",-2.477166087527e+01,4.173481890632e+00,-1.827681015319e+00,-2.529351967827e+01,4.222069776216e+00,-1.842031704160e+00,-5.218588030003e-01,4.858788558477e-02,-1.435068884182e-02
"                 337",-2.476393856239e+01,4.181088216042e+00,-1.822617624125e+00,-2.528603348214e+01,4.229687369180e+00,-1.837093910432e+00,-5.220949197496e-01,4.859915313725e-02,-1.447628630730e-02
"                 338",-2.476088212747e+01,4.187838784647e+00,-1.821314878461e+00,-2.528322279863e+01,4.236437928435e+00,-1.835921250057e+00,-5.223406711531e-01,4.859914378799e-02,-1.460637159670e-02
"                 339",-2.475237374220e+01,4.191165336287e+00,-1.817375776780e+00,-2.527498293469e+01,4.239737192968e+00,-1.832122672254e+00,-5.226091924838e-01,4.857185668089e-02,-1.474689547376e-02
"                 340",-2.474964651780e+01,4.195562045487e+00,-1.815688473314e+00,-2.527253858064e+01,4.244113579170e+00,-1.830551315275e+00,-5.228920628410e-01,4.855153368345e-02,-1.486284196117e-02
"                 341",-2.474444010368e+01,4.198881775359e+00,-1.808161088323e+00,-2.526764937150e+01,4.247416474025e+00,-1.823098672911e+00,-5.232092678257e-01,4.853469866589e-02,-1.493758458767e-02
"                 342",-2.474794194227e+01,4.203962891548e+00,-1.803037052401e+00,-2.527147730206e+01,4.252487395749e+00,-1.818025960406e+00,-5.235353597898e-01,4.852450420164e-02,-1.498890800482e-02
"                 343",-2.474708546645e+01,4.205589459924e+00,-1.795837197634e+00,-2.527096383215e+01,4.254078794593e+00,-1.810893192007e+00,-5.238783656949e-01,4.848933466850e-02,-1.505599437233e-02
"                 344",-2.475093509142e+01,4.207158592367e+00,-1.791883220059e+00,-2.527516724059e+01,4.255615533243e+00,-1.807001100628e+00,-5.242321491703e-01,4.845694087645e-02,-1.511788056900e-02
"                 345",-2.475074091480e+01,4.206431691754e+00,-1.783619633959e+00,-2.527534702440e+01,4.254844453700e+00,-1.798804741202e+00,-5.246061095948e-01,4.841276194517e-02,-1.518510724307e-02
"                 346",-2.475818947186e+01,4.207031265486e+00,-1.778258681808e+00,-2.528316218959e+01,4.255404717921e+00,-1.793508076794e+00,-5.249727177365e-01,4.837345243430e-02,-1.524939498551e-02
"                 347",-2.476310598832e+01,4.205171381886e+00,-1.769752267616e+00,-2.528844084031e+01,4.253492209978e+00,-1.785071857315e+00,-5.253348519897e-01,4.832082809233e-02,-1.531958969973e-02
"                 348",-2.477412458569e+01,4.203559132897e+00,-1.764658088955e+00,-2.529979585922e+01,4.251820545086e+00,-1.780065358871e+00,-5.256712735298e-01,4.826141218921e-02,-1.540726991596e-02
"                 349",-2.477998804950e+01,4.198793819474e+00,-1.756084495250e+00,-2.530598333220e+01,4.246957682316e+00,-1.771629467629e+00,-5.259952827022e-01,4.816386284129e-02,-1.554497237933e-02
"                 350",-2.479014912179e+01,4.194985557736e+00,-1.750718102513e+00,-2.531645352070e+01,4.243043454447e+00,-1.766419710454e+00,-5.263043989152e-01,4.805789671067e-02,-1.570160794091e-02
"                 351",-2.479471093486e+01,4.190414567850e+00,-1.740171941246e+00,-2.532134650827e+01,4.238355602411e+00,-1.756022224741e+00,-5.266355734107e-01,4.794103456042e-02,-1.585028349473e-02
"                 352",-2.480396869676e+01,4.190038266390e+00,-1.728937062660e+00,-2.533095684349e+01,4.237882505290e+00,-1.744902705861e+00,-5.269881467326e-01,4.784423889960e-02,-1.596564320105e-02
"                 353",-2.480919397107e+01,4.190428622940e+00,-1.710369850154e+00,-2.533656714364e+01,4.238169577862e+00,-1.726439622949e+00,-5.273731725698e-01,4.774095492191e-02,-1.606977279501e-02
"                 354",-2.481894575371e+01,4.193007025811e+00,-1.695006934365e+00,-2.534671672174e+01,4.240649915557e+00,-1.711179105808e+00,-5.277709680299e-01,4.764288974599e-02,-1.617217144371e-02
"                 355",-2.482253913902e+01,4.192444638591e+00,-1.678483723487e+00,-2.535073759463e+01,4.239970325690e+00,-1.694770929325e+00,-5.281984556166e-01,4.752568709864e-02,-1.628720583743e-02
"                 356",-2.482840853837e+01,4.192420134932e+00,-1.667209997322e+00,-2.535704883816e+01,4.239836072410e+00,-1.683600365093e+00,-5.286402997868e-01,4.741593747818e-02,-1.639036777152e-02
"                 357",-2.482838447843e+01,4.191115782095e+00,-1.653266930513e+00,-2.535750964456e+01,4.238415839595e+00,-1.669737353335e+00,-5.291251661299e-01,4.730005749963e-02,-1.647042282284e-02
"                 358",-2.483262124980e+01,4.193094456705e+00,-1.642297932967e+00,-2.536225112391e+01,4.240300306818e+00,-1.658817007634e+00,-5.296298741123e-01,4.720585011384e-02,-1.651907466679e-02
"                 359",-2.483223143877e+01,4.193929375354e+00,-1.627944211990e+00,-2.536239125757e+01,4.241021615937e+00,-1.644519168749e+00,-5.301598188076e-01,4.709224058335e-02,-1.657495675859e-02
"                 360",-2.483714161746e+01,4.195948035162e+00,-1.617354992617e+00,-2.536783963048e+01,4.242932657469e+00,-1.633987531488e+00,-5.306980130288e-01,4.698462230689e-02,-1.663253887023e-02
"                 361",-2.483900394856e+01,4.195291202920e+00,-1.604500120734e+00,-2.537026391873e+01,4.242148829305e+00,-1.621197883000e+00,-5.312599701684e-01,4.685762638570e-02,-1.669776226596e-02
"                 362",-2.484770670924e+01,4.195160929476e+00,-1.597088986664e+00,-2.537952062503e+01,4.241899843632e+00,-1.613853771408e+00,-5.318139157833e-01,4.673891415511e-02,-1.676478474417e-02
"                 363",-2.485415576638e+01,4.192623815511e+00,-1.587623585217e+00,-2.538652817684e+01,4.239227448191e+00,-1.604459908507e+00,-5.323724104508e-01,4.660363267975e-02,-1.683632328961e-02
"                 364",-2.486655457832e+01,4.190552806408e+00,-1.583121402738e+00,-2.539946005777e+01,4.237033183991e+00,-1.600031414040e+00,-5.329054794529e-01,4.648037758351e-02,-1.691001130121e-02
"                 365",-2.487357533106e+01,4.185189965963e+00,-1.576257312535e+00,-2.540699804115e+01,4.231516994147e+00,-1.593272316578e+00,-5.334227100837e-01,4.632702818416e-02,-1.701500404325e-02
"                 366",-2.488437217472e+01,4.179866386956e+00,-1.574522566110e+00,-2.541828394988e+01,4.226044356494e+00,-1.591656609631e+00,-5.339117751606e-01,4.617796953794e-02,-1.713404352072e-02
"                 367",-2.488894049876e+01,4.171507783567e+00,-1.571258698222e+00,-2.542334847234e+01,4.217521420829e+00,-1.588508228951e+00,-5.344079735785e-01,4.601363726193e-02,-1.724953072838e-02
"                 368",-2.489712338566e+01,4.165136292959e+00,-1.572275210002e+00,-2.543202945787e+01,4.211013455627e+00,-1.589607703363e+00,-5.349060722141e-01,4.587716266751e-02,-1.733249336102e-02
"                 369",-2.490037286300e+01,4.159311535270e+00,-1.566243308750e+00,-2.543579720434e+01,4.205047815156e+00,-1.583636124787e+00,-5.354243413443e-01,4.573627988651e-02,-1.739281603746e-02
"                 370",-2.490867487758e+01,4.156669369747e+00,-1.561617931275e+00,-2.544462469269e+01,4.202281878274e+00,-1.579057766659e+00,-5.359498151105e-01,4.561250852673e-02,-1.743983538370e-02
"                 371",-2.491165098735e+01,4.152178814356e+00,-1.553316516465e+00,-2.544814622005e+01,4.197643787315e+00,-1.570818588202e+00,-5.364952326975e-01,4.546497295913e-02,-1.750207173676e-02
"                 372",-2.491791306809e+01,4.147714111280e+00,-1.551619769829e+00,-2.545496089322e+01,4.193042310703e+00,-1.569190767028e+00,-5.370478251331e-01,4.532819942290e-02,-1.757099719927e-02
