Time (s),PRESSURE_FORCE_X,PRESSURE_FORCE_Y,PRESSURE_FORCE_Z,TOTAL_FORCE_X,TOTAL_FORCE_Y,TOTAL_FORCE_Z,VISCOUS_FORCE_X,VISCOUS_FORCE_Y,VISCOUS_FORCE_Z
"                 242",-9.367728095432e+00,2.649121351387e+02,1.768124671191e+02,-9.408715462864e+00,2.834769763890e+02,1.768467323249e+02,-4.098736743228e-02,1.856484125031e+01,3.426520580383e-02
"                 243",-9.044223983879e+00,2.649367089283e+02,1.768010793760e+02,-9.082132396942e+00,2.835024389558e+02,1.768369453071e+02,-3.790841306252e-02,1.856573002749e+01,3.586593106983e-02
"                 244",-8.744466181674e+00,2.649417467406e+02,1.767919328418e+02,-8.779363895060e+00,2.835084311520e+02,1.768294224706e+02,-3.489771338579e-02,1.856668441143e+01,3.748962878127e-02
"                 245",-8.445317603581e+00,2.649098015315e+02,1.767797803444e+02,-8.477219857680e+00,2.834774822051e+02,1.768189841307e+02,-3.190225409812e-02,1.856768067364e+01,3.920378630887e-02
"                 246",-8.168629582541e+00,2.648536584921e+02,1.767697557405e+02,-8.197554689582e+00,2.834223787100e+02,1.768107549271e+02,-2.892510704074e-02,1.856872021784e+01,4.099918660545e-02
"                 247",-7.891069424242e+00,2.648020090542e+02,1.767561677908e+02,-7.917040116352e+00,2.833717643622e+02,1.767990484130e+02,-2.597069210945e-02,1.856975530797e+01,4.288062220733e-02
"                 248",-7.632995788088e+00,2.647714796146e+02,1.767439484134e+02,-7.656115872887e+00,2.833422611556e+02,1.767887382384e+02,-2.312008479837e-02,1.857078154093e+01,4.478982498393e-02
"                 249",-7.382762549735e+00,2.647495600148e+02,1.767302700407e+02,-7.403104965846e+00,2.833213502497e+02,1.767770431365e+02,-2.034241611049e-02,1.857179023485e+01,4.677309577167e-02
"                 250",-7.155875741652e+00,2.647113928999e+02,1.767232301181e+02,-7.173522691284e+00,2.832842047456e+02,1.767720427205e+02,-1.764694963212e-02,1.857281184579e+01,4.881260232758e-02
"                 251",-6.938569185132e+00,2.646513720206e+02,1.767176207713e+02,-6.953564557231e+00,2.832252054831e+02,1.767685820338e+02,-1.499537209852e-02,1.857383346251e+01,5.096126254871e-02
"                 252",-6.740948343502e+00,2.645900230787e+02,1.767158156577e+02,-6.753364489180e+00,2.831648958859e+02,1.767689740455e+02,-1.241614567716e-02,1.857487280721e+01,5.315838780849e-02
"                 253",-6.547301003601e+00,2.645485650350e+02,1.767114980030e+02,-6.557208054004e+00,2.831244648780e+02,1.767669760151e+02,-9.907050402637e-03,1.857589984305e+01,5.547801207405e-02
"                 254",-6.368738700668e+00,2.645331658927e+02,1.767103684358e+02,-6.376256746212e+00,2.831101098679e+02,1.767682523202e+02,-7.518045543930e-03,1.857694397522e+01,5.788388440483e-02
"                 255",-6.189176814454e+00,2.645294682941e+02,1.767071515163e+02,-6.194389825286e+00,2.831074489128e+02,1.767675651312e+02,-5.213010832110e-03,1.857798061868e+01,6.041361497575e-02
"                 256",-6.039523898182e+00,2.645057051895e+02,1.767102247964e+02,-6.042502344678e+00,2.830847901064e+02,1.767732546738e+02,-2.978446495935e-03,1.857908491685e+01,6.302987736864e-02
"                 257",-5.896953364900e+00,2.644750197540e+02,1.767142042806e+02,-5.897757148428e+00,2.830552399828e+02,1.767799900976e+02,-8.037835279200e-04,1.858022022883e+01,6.578581703228e-02
"                 258",-5.772908259621e+00,2.644535847551e+02,1.767238993095e+02,-5.771665160599e+00,2.830350018988e+02,1.767925545882e+02,1.243099021130e-03,1.858141714374e+01,6.865527871929e-02
"                 259",-5.653701155269e+00,2.644479561775e+02,1.767324594958e+02,-5.650555506181e+00,2.830305832404e+02,1.768041222648e+02,3.145649088055e-03,1.858262706297e+01,7.166276891327e-02
"                 260",-5.570160036808e+00,2.644460520767e+02,1.767444704303e+02,-5.565227908239e+00,2.830299171478e+02,1.768191849015e+02,4.932128568737e-03,1.858386507112e+01,7.471447119942e-02
"                 261",-5.505020117774e+00,2.644438211729e+02,1.767538766223e+02,-5.498359800543e+00,2.830289161493e+02,1.768317166079e+02,6.660317230924e-03,1.858509497643e+01,7.783998559955e-02
"                 262",-5.467001393290e+00,2.644341564313e+02,1.767663528689e+02,-5.458737692950e+00,2.830205107855e+02,1.768473816977e+02,8.263700339683e-03,1.858635435423e+01,8.102882883438e-02
"                 263",-5.427393458589e+00,2.644290849036e+02,1.767759867870e+02,-5.417657889138e+00,2.830166875354e+02,1.768602774052e+02,9.735569451372e-03,1.858760263180e+01,8.429061817720e-02
"                 264",-5.401943219914e+00,2.644301593978e+02,1.767885236932e+02,-5.390873799055e+00,2.830190474783e+02,1.768761029228e+02,1.106942085880e-02,1.858888808049e+01,8.757922962110e-02
"                 265",-5.377035906788e+00,2.644385761346e+02,1.767999905508e+02,-5.364710041685e+00,2.830287349110e+02,1.768909011610e+02,1.232586510209e-02,1.859015877638e+01,9.091061021232e-02
"                 266",-5.371542273245e+00,2.644623583683e+02,1.768164819937e+02,-5.358066344794e+00,2.830538144092e+02,1.769107195917e+02,1.347592845153e-02,1.859145604094e+01,9.423759797827e-02
"                 267",-5.380650935127e+00,2.644835965253e+02,1.768336899971e+02,-5.366111538395e+00,2.830763075354e+02,1.769312744075e+02,1.453939673156e-02,1.859271101007e+01,9.758441036655e-02
"                 268",-5.424704963420e+00,2.644944950741e+02,1.768568120398e+02,-5.409222619535e+00,2.830884785382e+02,1.769577257507e+02,1.548234388488e-02,1.859398346409e+01,1.009137108973e-01
"                 269",-5.474563363891e+00,2.645072477689e+02,1.768767951245e+02,-5.458263214748e+00,2.831024708320e+02,1.769810539693e+02,1.630014914328e-02,1.859522306309e+01,1.042588448798e-01
"                 270",-5.532841253453e+00,2.645333792232e+02,1.768991528383e+02,-5.515851918656e+00,2.831298594492e+02,1.770067600450e+02,1.698933479744e-02,1.859648022600e+01,1.076072066506e-01
"                 271",-5.582931904056e+00,2.645726434334e+02,1.769204163069e+02,-5.565334131293e+00,2.831703501779e+02,1.770313970018e+02,1.759777276252e-02,1.859770674451e+01,1.109806948803e-01
"                 272",-5.646696786593e+00,2.646085689177e+02,1.769484719828e+02,-5.628553452366e+00,2.832075238201e+02,1.770628250520e+02,1.814333422686e-02,1.859895490242e+01,1.143530691851e-01
"                 273",-5.712531888856e+00,2.646409653370e+02,1.769772689047e+02,-5.693896802188e+00,2.832411388258e+02,1.770950083852e+02,1.863508666768e-02,1.860017348875e+01,1.177394805762e-01
"                 274",-5.792745679295e+00,2.646752099161e+02,1.770107945654e+02,-5.773692490167e+00,2.832766193520e+02,1.771318760966e+02,1.905318912789e-02,1.860140943591e+01,1.210815312251e-01
"                 275",-5.865715659953e+00,2.647228399609e+02,1.770404339292e+02,-5.846288345165e+00,2.833254689028e+02,1.771648165973e+02,1.942731478733e-02,1.860262894190e+01,1.243826681397e-01
"                 276",-5.946498426950e+00,2.647827229578e+02,1.770712843595e+02,-5.926745439181e+00,2.833865998695e+02,1.771989055963e+02,1.975298776880e-02,1.860387691166e+01,1.276212367784e-01
"                 277",-6.026087594491e+00,2.648531030037e+02,1.770983861216e+02,-6.006043915118e+00,2.834581977913e+02,1.772291971194e+02,2.004367937282e-02,1.860509478755e+01,1.308109977921e-01
"                 278",-6.125884617160e+00,2.649281169579e+02,1.771278306940e+02,-6.105667254640e+00,2.835344244380e+02,1.772617501420e+02,2.021736252046e-02,1.860630748003e+01,1.339194479843e-01
"                 279",-6.232589808301e+00,2.650074854903e+02,1.771535949799e+02,-6.212304479858e+00,2.836149681200e+02,1.772905605590e+02,2.028532844229e-02,1.860748262969e+01,1.369655790937e-01
"                 280",-6.352331091094e+00,2.650880145680e+02,1.771807462979e+02,-6.332092841211e+00,2.836966856844e+02,1.773206618917e+02,2.023824988292e-02,1.860867111634e+01,1.399155938015e-01
"                 281",-6.461277490343e+00,2.651732770190e+02,1.772021940692e+02,-6.441162618742e+00,2.837831393082e+02,1.773449884900e+02,2.011487160138e-02,1.860986228915e+01,1.427944207985e-01
"                 282",-6.572195989215e+00,2.652626134765e+02,1.772252346122e+02,-6.552282607419e+00,2.838737005167e+02,1.773708017926e+02,1.991338179626e-02,1.861108704016e+01,1.455671803991e-01
"                 283",-6.677141919669e+00,2.653521501361e+02,1.772434110167e+02,-6.657470687694e+00,2.839644641344e+02,1.773916443149e+02,1.967123197447e-02,1.861231399831e+01,1.482332982663e-01
"                 284",-6.798933498756e+00,2.654359538214e+02,1.772612215165e+02,-6.779577042794e+00,2.840495341420e+02,1.774119643332e+02,1.935645596201e-02,1.861358032062e+01,1.507428167133e-01
"                 285",-6.924320103778e+00,2.655229061753e+02,1.772724214133e+02,-6.905327302568e+00,2.841377589159e+02,1.774255627908e+02,1.899280120923e-02,1.861485274065e+01,1.531413775178e-01
"                 286",-7.064607829001e+00,2.656163708204e+02,1.772847927814e+02,-7.046022914751e+00,2.842325319026e+02,1.774402166070e+02,1.858491425003e-02,1.861616108218e+01,1.554238255812e-01
"                 287",-7.198271932441e+00,2.657131493646e+02,1.772922469584e+02,-7.180119360579e+00,2.843306249664e+02,1.774498554151e+02,1.815257186168e-02,1.861747560176e+01,1.576084567163e-01
"                 288",-7.332774860382e+00,2.658073182763e+02,1.773010033300e+02,-7.315103464256e+00,2.844261360698e+02,1.774606864378e+02,1.767139612636e-02,1.861881779345e+01,1.596831077932e-01
"                 289",-7.455108681822e+00,2.658991774937e+02,1.773044909251e+02,-7.437986436825e+00,2.845193312497e+02,1.774661649717e+02,1.712224499684e-02,1.862015375597e+01,1.616740465813e-01
"                 290",-7.584575100628e+00,2.659857469945e+02,1.773099311330e+02,-7.568097890673e+00,2.846072526737e+02,1.774734899342e+02,1.647720995566e-02,1.862150567924e+01,1.635588011572e-01
"                 291",-7.709182544675e+00,2.660738166823e+02,1.773120421044e+02,-7.693383070507e+00,2.846966487410e+02,1.774773442557e+02,1.579947416844e-02,1.862283205867e+01,1.653021513402e-01
"                 292",-7.843358871114e+00,2.661637656697e+02,1.773165190234e+02,-7.828249124086e+00,2.847879380903e+02,1.774833748394e+02,1.510974702755e-02,1.862417242062e+01,1.668558160355e-01
"                 293",-7.973265240292e+00,2.662502928371e+02,1.773165436898e+02,-7.958895205920e+00,2.848757865823e+02,1.774848118910e+02,1.437003437224e-02,1.862549374529e+01,1.682682011605e-01
"                 294",-8.114403162810e+00,2.663270720048e+02,1.773183080292e+02,-8.100853332064e+00,2.849539064966e+02,1.774878372259e+02,1.354983074610e-02,1.862683449181e+01,1.695291967328e-01
"                 295",-8.251106744799e+00,2.663947721941e+02,1.773165351330e+02,-8.238445551878e+00,2.850229280572e+02,1.774872032193e+02,1.266119292091e-02,1.862815586316e+01,1.706680863783e-01
"                 296",-8.393917875820e+00,2.664589770658e+02,1.773176505692e+02,-8.382209871825e+00,2.850884740667e+02,1.774893181792e+02,1.170800399502e-02,1.862949700086e+01,1.716676100385e-01
"                 297",-8.525003878616e+00,2.665250259241e+02,1.773164207309e+02,-8.514271431596e+00,2.851558210004e+02,1.774889371003e+02,1.073244702023e-02,1.863079507637e+01,1.725163693676e-01
"                 298",-8.656417320330e+00,2.665938422978e+02,1.773194363703e+02,-8.646694138467e+00,2.852259508522e+02,1.774926421096e+02,9.723181862916e-03,1.863210855438e+01,1.732057393494e-01
"                 299",-8.772794764750e+00,2.666610163967e+02,1.773188340173e+02,-8.764082772094e+00,2.852944103425e+02,1.774925757749e+02,8.711992655644e-03,1.863339394585e+01,1.737417575740e-01
"                 300",-8.890588905254e+00,2.667243408950e+02,1.773179396845e+02,-8.882927193123e+00,2.853590442569e+02,1.774920646023e+02,7.661712130247e-03,1.863470336194e+01,1.741249178274e-01
"                 301",-8.997807590903e+00,2.667830449894e+02,1.773099674897e+02,-8.991201101239e+00,2.854190518514e+02,1.774843487693e+02,6.606489663824e-03,1.863600686201e+01,1.743812796257e-01
"                 302",-9.110584377220e+00,2.668398761331e+02,1.773042977347e+02,-9.105041771007e+00,2.854772650154e+02,1.774787993071e+02,5.542606213299e-03,1.863738888239e+01,1.745015723872e-01
"                 303",-9.213975962533e+00,2.668918926113e+02,1.772958429293e+02,-9.209480415825e+00,2.855307052041e+02,1.774703740289e+02,4.495546708023e-03,1.863881259271e+01,1.745310996359e-01
"                 304",-9.319952307165e+00,2.669404365213e+02,1.772909533089e+02,-9.316517754000e+00,2.855807482737e+02,1.774653941474e+02,3.434553164216e-03,1.864031175231e+01,1.744408385244e-01
"                 305",-9.414800266617e+00,2.669872451472e+02,1.772806249993e+02,-9.412432904331e+00,2.856290709254e+02,1.774548966524e+02,2.367362285672e-03,1.864182577814e+01,1.742716531795e-01
"                 306",-9.513763092713e+00,2.670374883473e+02,1.772706249693e+02,-9.512468587256e+00,2.856809044625e+02,1.774446248183e+02,1.294505457667e-03,1.864341611513e+01,1.739998489488e-01
"                 307",-9.607878677026e+00,2.670902373650e+02,1.772521206971e+02,-9.607648073894e+00,2.857352579336e+02,1.774258044872e+02,2.306031326825e-04,1.864502056860e+01,1.736837901761e-01
"                 308",-9.711435148092e+00,2.671443740486e+02,1.772344925059e+02,-9.712257723962e+00,2.857910233074e+02,1.774077548234e+02,-8.225758707318e-04,1.864664925886e+01,1.732623174639e-01
"                 309",-9.811260110728e+00,2.671988980090e+02,1.772132347008e+02,-9.813121905368e+00,2.858471304107e+02,1.773859966954e+02,-1.861794640163e-03,1.864823240165e+01,1.727619946162e-01
"                 310",-9.920010491731e+00,2.672464075979e+02,1.771965340373e+02,-9.922919492581e+00,2.858962276145e+02,1.773686760745e+02,-2.909000850049e-03,1.864982001662e+01,1.721420372116e-01
"                 311",-1.002145692251e+01,2.672852764165e+02,1.771753789514e+02,-1.002539084864e+01,2.859366516119e+02,1.773468187717e+02,-3.933926137691e-03,1.865137519539e+01,1.714398202543e-01
"                 312",-1.012636087315e+01,2.673200396480e+02,1.771568215887e+02,-1.013129270584e+01,2.859729696646e+02,1.773274327277e+02,-4.931832694356e-03,1.865293001664e+01,1.706111390081e-01
"                 313",-1.021806722403e+01,2.673553574207e+02,1.771328707234e+02,-1.022395447628e+01,2.860098080049e+02,1.773025760154e+02,-5.887252248954e-03,1.865445058429e+01,1.697052919963e-01
"                 314",-1.030810077164e+01,2.673907135317e+02,1.771118829291e+02,-1.031490816008e+01,2.860466984151e+02,1.772805511877e+02,-6.807388441455e-03,1.865598488341e+01,1.686682585726e-01
"                 315",-1.038278835028e+01,2.674259000639e+02,1.770853503624e+02,-1.039049188534e+01,2.860834186959e+02,1.772529139967e+02,-7.703535065197e-03,1.865751863198e+01,1.675636343276e-01
"                 316",-1.045539018812e+01,2.674594179689e+02,1.770608210649e+02,-1.046397631091e+01,2.861184951829e+02,1.772271608627e+02,-8.586122783151e-03,1.865907721396e+01,1.663397978143e-01
"                 317",-1.051709658950e+01,2.674872247828e+02,1.770299909738e+02,-1.052653576574e+01,2.861478724196e+02,1.771950564310e+02,-9.439176243324e-03,1.866064763674e+01,1.650654571773e-01
"                 318",-1.058458759050e+01,2.675057071762e+02,1.770014037158e+02,-1.059486435377e+01,2.861679565342e+02,1.771651401929e+02,-1.027676327509e-02,1.866224935799e+01,1.637364770858e-01
"                 319",-1.064425707349e+01,2.675172556858e+02,1.769662730858e+02,-1.065532546738e+01,2.861811270667e+02,1.771286622306e+02,-1.106839388523e-02,1.866387138088e+01,1.623891448452e-01
"                 320",-1.070664989010e+01,2.675256170881e+02,1.769342941447e+02,-1.071851603465e+01,2.861911513145e+02,1.770953080273e+02,-1.186614455287e-02,1.866553422647e+01,1.610138826652e-01
"                 321",-1.075724685710e+01,2.675322331353e+02,1.768965653384e+02,-1.076987690053e+01,2.861994324684e+02,1.770561858847e+02,-1.263004343427e-02,1.866719933312e+01,1.596205463054e-01
"                 322",-1.081073954218e+01,2.675325744822e+02,1.768619173858e+02,-1.082415630674e+01,2.862014719300e+02,1.770201192747e+02,-1.341676456122e-02,1.866889744775e+01,1.582018888146e-01
"                 323",-1.085403874319e+01,2.675263992458e+02,1.768211458857e+02,-1.086819302518e+01,2.861969688527e+02,1.769779237686e+02,-1.415428199114e-02,1.867056960690e+01,1.567778829170e-01
"                 324",-1.089676390112e+01,2.675118828411e+02,1.767847545941e+02,-1.091163280884e+01,2.861841705403e+02,1.769401062937e+02,-1.486890772151e-02,1.867228769921e+01,1.553516995378e-01
"                 325",-1.092585712233e+01,2.674948588072e+02,1.767438625200e+02,-1.094134836339e+01,2.861688484084e+02,1.768978081248e+02,-1.549124105101e-02,1.867398960117e+01,1.539456047386e-01
"                 326",-1.095401680564e+01,2.674742895125e+02,1.767079886911e+02,-1.097011428004e+01,2.861500073167e+02,1.768605206937e+02,-1.609747440104e-02,1.867571780420e+01,1.525320025963e-01
"                 327",-1.097143422873e+01,2.674519713604e+02,1.766667877993e+02,-1.098810057107e+01,2.861293877708e+02,1.768179207772e+02,-1.666634233622e-02,1.867741641036e+01,1.511329778154e-01
"                 328",-1.098932174826e+01,2.674268438997e+02,1.766297741010e+02,-1.100653660006e+01,2.861059935021e+02,1.767794903732e+02,-1.721485180304e-02,1.867914960243e+01,1.497162721515e-01
"                 329",-1.099853280081e+01,2.673976764307e+02,1.765885858192e+02,-1.101623932475e+01,2.860785373011e+02,1.767369088834e+02,-1.770652393733e-02,1.868086087038e+01,1.483230641945e-01
"                 330",-1.101205605457e+01,2.673628342507e+02,1.765530942498e+02,-1.103021879005e+01,2.860454166056e+02,1.767000029786e+02,-1.816273548080e-02,1.868258235487e+01,1.469087288025e-01
"                 331",-1.101822668227e+01,2.673280115132e+02,1.765138578648e+02,-1.103680694679e+01,2.860122846258e+02,1.766593885324e+02,-1.858026452405e-02,1.868427311266e+01,1.455306676534e-01
"                 332",-1.102717524591e+01,2.672982247665e+02,1.764803576469e+02,-1.104618311093e+01,2.859841839400e+02,1.766244994172e+02,-1.900786501449e-02,1.868595917346e+01,1.441417703448e-01
"                 333",-1.102576974322e+01,2.672738439573e+02,1.764436930835e+02,-1.104519866567e+01,2.859614713610e+02,1.765865005670e+02,-1.942892244552e-02,1.868762740366e+01,1.428074835038e-01
"                 334",-1.102577963613e+01,2.672479657387e+02,1.764130245923e+02,-1.104561230105e+01,2.859372834466e+02,1.765545098972e+02,-1.983266491657e-02,1.868931770793e+01,1.414853049365e-01
"                 335",-1.101530178367e+01,2.672196758699e+02,1.763788737048e+02,-1.103548358989e+01,2.859106909388e+02,1.765191191336e+02,-2.018180622728e-02,1.869101506892e+01,1.402454287987e-01
"                 336",-1.101024792765e+01,2.671822200651e+02,1.763503260769e+02,-1.103075399055e+01,2.858749596678e+02,1.764893671263e+02,-2.050606290289e-02,1.869273960273e+01,1.390410494586e-01
"                 337",-1.099733880996e+01,2.671460650122e+02,1.763190779297e+02,-1.101813910094e+01,2.858405254738e+02,1.764570102980e+02,-2.080029097625e-02,1.869446046165e+01,1.379323682277e-01
"                 338",-1.098678272209e+01,2.671181730550e+02,1.762956791799e+02,-1.100787265484e+01,2.858143658826e+02,1.764325531332e+02,-2.108993274943e-02,1.869619282754e+01,1.368739532829e-01
"                 339",-1.096486114378e+01,2.670921663590e+02,1.762690717218e+02,-1.098621338642e+01,2.857900875315e+02,1.764049910167e+02,-2.135224264025e-02,1.869792117254e+01,1.359192948914e-01
"                 340",-1.094563043036e+01,2.670573529481e+02,1.762478015113e+02,-1.096721479297e+01,2.857570351096e+02,1.763828332912e+02,-2.158436260877e-02,1.869968216146e+01,1.350317798517e-01
"                 341",-1.091426411410e+01,2.670147448777e+02,1.762229972904e+02,-1.093599345773e+01,2.857161948191e+02,1.763572508005e+02,-2.172934362456e-02,1.870144994138e+01,1.342535101328e-01
"                 342",-1.088943066981e+01,2.669645408805e+02,1.762044493401e+02,-1.091126637830e+01,2.856677888234e+02,1.763379864967e+02,-2.183570848849e-02,1.870324794292e+01,1.335371566316e-01
"                 343",-1.085554540348e+01,2.669203113160e+02,1.761828376740e+02,-1.087745691723e+01,2.856253397618e+02,1.763157483485e+02,-2.191151374461e-02,1.870502844583e+01,1.329106745803e-01
"                 344",-1.082487679651e+01,2.668845477968e+02,1.761679020487e+02,-1.084685032399e+01,2.855913830399e+02,1.763002546020e+02,-2.197352747755e-02,1.870683524308e+01,1.323525533120e-01
"                 345",-1.078175794785e+01,2.668548546425e+02,1.761506515589e+02,-1.080376201614e+01,2.855634900825e+02,1.762825491212e+02,-2.200406829057e-02,1.870863544003e+01,1.318975623247e-01
"                 346",-1.074308797261e+01,2.668221626181e+02,1.761409358056e+02,-1.076511255796e+01,2.855326293007e+02,1.762724497645e+02,-2.202458534620e-02,1.871046668256e+01,1.315139589252e-01
"                 347",-1.069574160546e+01,2.667860984583e+02,1.761282991778e+02,-1.071774364047e+01,2.854983906871e+02,1.762595261142e+02,-2.200203501358e-02,1.871229222880e+01,1.312269363661e-01
"                 348",-1.065595891849e+01,2.667496545317e+02,1.761216671702e+02,-1.067793355288e+01,2.854637855081e+02,1.762526556887e+02,-2.197463439266e-02,1.871413097647e+01,1.309885184910e-01
"                 349",-1.060781936137e+01,2.667184417744e+02,1.761114541831e+02,-1.062976041251e+01,2.854343784758e+02,1.762422783714e+02,-2.194105114851e-02,1.871593670146e+01,1.308241883093e-01
"                 350",-1.056731874094e+01,2.666922699788e+02,1.761070502230e+02,-1.058922109074e+01,2.854100142922e+02,1.762377495847e+02,-2.190234980066e-02,1.871774431344e+01,1.306993616983e-01
"                 351",-1.051965670871e+01,2.666685107726e+02,1.760985518893e+02,-1.054144168989e+01,2.853880341223e+02,1.762292025565e+02,-2.178498118389e-02,1.871952334971e+01,1.306506671716e-01
"                 352",-1.048018190336e+01,2.666454186532e+02,1.760953208783e+02,-1.050178854403e+01,2.853667253374e+02,1.762259748525e+02,-2.160664067216e-02,1.872130668420e+01,1.306539741352e-01
"                 353",-1.043399145523e+01,2.666241777547e+02,1.760886534306e+02,-1.045534619276e+01,2.853472310695e+02,1.762193925899e+02,-2.135473752886e-02,1.872305331487e+01,1.307391592817e-01
"                 354",-1.039975785702e+01,2.666075605326e+02,1.760871039083e+02,-1.042083935362e+01,2.853323644773e+02,1.762179757929e+02,-2.108149659440e-02,1.872480394471e+01,1.308718846828e-01
"                 355",-1.036247025292e+01,2.665939154408e+02,1.760805611958e+02,-1.038323698340e+01,2.853204484173e+02,1.762116508858e+02,-2.076673048312e-02,1.872653297648e+01,1.310896899321e-01
"                 356",-1.033749781943e+01,2.665832591123e+02,1.760774342382e+02,-1.035793364883e+01,2.853115563094e+02,1.762088106707e+02,-2.043582939829e-02,1.872829719717e+01,1.313764324945e-01
"                 357",-1.030967888344e+01,2.665723161095e+02,1.760695351044e+02,-1.032971661011e+01,2.853023729387e+02,1.762012934326e+02,-2.003772666999e-02,1.873005682915e+01,1.317583281943e-01
"                 358",-1.029421397223e+01,2.665626236218e+02,1.760667503564e+02,-1.031383715926e+01,2.852944690744e+02,1.761989498935e+02,-1.962318702935e-02,1.873184545256e+01,1.321995370991e-01
"                 359",-1.027300782747e+01,2.665537618502e+02,1.760604592047e+02,-1.029219284893e+01,2.852873738170e+02,1.761931894036e+02,-1.918502146713e-02,1.873361196679e+01,1.327301988816e-01
"                 360",-1.026096967445e+01,2.665487879814e+02,1.760600910998e+02,-1.027973796861e+01,2.852841997788e+02,1.761934091456e+02,-1.876829416033e-02,1.873541179741e+01,1.333180457748e-01
"                 361",-1.024140955018e+01,2.665467761670e+02,1.760580030945e+02,-1.025973689583e+01,2.852839812284e+02,1.761919971781e+02,-1.832734564704e-02,1.873720506141e+01,1.339940835897e-01
"                 362",-1.023056453127e+01,2.665479021552e+02,1.760639346212e+02,-1.024847936555e+01,2.852869239860e+02,1.761986500630e+02,-1.791483428270e-02,1.873902183082e+01,1.347154418169e-01
"                 363",-1.021203471052e+01,2.665471046022e+02,1.760682787881e+02,-1.022950933140e+01,2.852879233798e+02,1.762037853410e+02,-1.747462087610e-02,1.874081877765e+01,1.355065528210e-01
"                 364",-1.020169622197e+01,2.665442452468e+02,1.760783137734e+02,-1.021876425362e+01,2.852868596488e+02,1.762146416327e+02,-1.706803165028e-02,1.874261440198e+01,1.363278592960e-01
"                 365",-1.018268896266e+01,2.665417661563e+02,1.760840515634e+02,-1.019935087907e+01,2.852861222396e+02,1.762212554132e+02,-1.666191641182e-02,1.874435608331e+01,1.372038498156e-01
"                 366",-1.017209180584e+01,2.665414747276e+02,1.760945540225e+02,-1.018839955512e+01,2.852875562199e+02,1.762326667537e+02,-1.630774928556e-02,1.874608149230e+01,1.381127311290e-01
"                 367",-1.015545282896e+01,2.665422327072e+02,1.761002975962e+02,-1.017137898177e+01,2.852900087898e+02,1.762393847764e+02,-1.592615281077e-02,1.874777608256e+01,1.390871801371e-01
"                 368",-1.014878388537e+01,2.665446909321e+02,1.761108129375e+02,-1.016433954978e+01,2.852941728453e+02,1.762509174875e+02,-1.555566440345e-02,1.874948191318e+01,1.401045499899e-01
"                 369",-1.013212363795e+01,2.665484077498e+02,1.761177157919e+02,-1.014726022781e+01,2.852995851505e+02,1.762588958064e+02,-1.513658985765e-02,1.875117740063e+01,1.411800145828e-01
"                 370",-1.012185176771e+01,2.665540509212e+02,1.761309031674e+02,-1.013659434449e+01,2.853069420820e+02,1.762731905014e+02,-1.474257678241e-02,1.875289116082e+01,1.422873339148e-01
"                 371",-1.010299567142e+01,2.665579711369e+02,1.761395864866e+02,-1.011733703850e+01,2.853125643490e+02,1.762830354053e+02,-1.434136708723e-02,1.875459321212e+01,1.434489186984e-01
"                 372",-1.009570340227e+01,2.665609966188e+02,1.761525934310e+02,-1.010968509414e+01,2.853173186697e+02,1.762972317494e+02,-1.398169186890e-02,1.875632205089e+01,1.446383184499e-01
"                 373",-1.008323205456e+01,2.665610545871e+02,1.761608999843e+02,-1.009682671664e+01,2.853191245070e+02,1.763067778682e+02,-1.359466207983e-02,1.875806991997e+01,1.458778839290e-01
"                 374",-1.008095245832e+01,2.665599031550e+02,1.761747927156e+02,-1.009420169255e+01,2.853197626489e+02,1.763219337409e+02,-1.324923422117e-02,1.875985949393e+01,1.471410252748e-01
"                 375",-1.007128953037e+01,2.665591559111e+02,1.761850073215e+02,-1.008418700726e+01,2.853208090575e+02,1.763334543770e+02,-1.289747688859e-02,1.876165314644e+01,1.484470554427e-01
"                 376",-1.006740943068e+01,2.665590262697e+02,1.762015144247e+02,-1.008000724535e+01,2.853225023917e+02,1.763512843571e+02,-1.259781466136e-02,1.876347612208e+01,1.497699323690e-01
"                 377",-1.005340384509e+01,2.665576343237e+02,1.762152147245e+02,-1.006569204336e+01,2.853229412079e+02,1.763663476906e+02,-1.228819826374e-02,1.876530688420e+01,1.511329660574e-01
"                 378",-1.004755113734e+01,2.665587905228e+02,1.762342017956e+02,-1.005957511631e+01,2.853259400874e+02,1.763867019996e+02,-1.202397897344e-02,1.876714956465e+01,1.525002040152e-01
"                 379",-1.003593775689e+01,2.665640534785e+02,1.762496138150e+02,-1.004768122288e+01,2.853330318653e+02,1.764035048543e+02,-1.174346598879e-02,1.876897838677e+01,1.538910393075e-01
"                 380",-1.003387365913e+01,2.665721114473e+02,1.762694984226e+02,-1.004537242630e+01,2.853429044062e+02,1.764247698354e+02,-1.149876716820e-02,1.877079295893e+01,1.552714128047e-01
"                 381",-1.002564814066e+01,2.665799046433e+02,1.762854848848e+02,-1.003691028870e+01,2.853524663447e+02,1.764421434918e+02,-1.126214804453e-02,1.877256170139e+01,1.566586070041e-01
"                 382",-1.002704722200e+01,2.665870323227e+02,1.763058296658e+02,-1.003809942085e+01,2.853613389618e+02,1.764638514102e+02,-1.105219885340e-02,1.877430663906e+01,1.580217444551e-01
"                 383",-1.002372397894e+01,2.665930721182e+02,1.763220576521e+02,-1.003452958554e+01,2.853690974964e+02,1.764814442293e+02,-1.080560659812e-02,1.877602537829e+01,1.593865771852e-01
